,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Rating,Credit_Mix_Bad,Credit_Mix_Good,Credit_Mix_Standard,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes
75548,30,17180.82,1669.735,4,4,3.0,13.0,7.28,4.0,1812.93,36.846663065362456,21.83553825524304,95.75421,309.38376,650.7157425552971,0,0,1,0,1
75555,41,18485.234,1469.43625,8,4,4.0,13.0,6.33,6.0,395.45,31.982307525177287,52.90096406734133,36.289387,307.75327,708.6402642685986,0,0,1,1,0
75558,41,18485.234,1469.43625,8,4,4.0,15.0,6.33,6.0,395.45,28.301868393503923,52.90096406734133,180.13728,203.90538,586.965798623326,0,0,1,1,0
75612,21,34365.96,2993.83,8,9,2.0,23.0,7.57,8.0,2011.12,36.84179029918008,52.203311406669,180.18321,346.9965,368.3267986301859,0,0,1,0,1
75690,41,55100.76,4763.730000000001,6,6,2.0,9.0,17.14,7.0,916.34,27.868979506920237,60.01375335458706,170.45604,495.9032,648.4265273226076,0,0,1,0,1
75697,49,36603.85,3204.320833333333,4,5,4.0,17.0,9.75,2.0,1127.32,31.046494758683657,106.36660605038576,45.24075,408.82474,591.2627280453235,0,0,1,0,1
75698,49,36603.85,3204.320833333333,4,5,4.0,17.0,15.75,2.0,1127.32,27.62167477459173,106.36660605038576,91.66304,372.40244,611.6573227678174,0,0,1,0,1
75701,49,36603.85,3204.320833333333,4,5,4.0,19.0,15.75,6.0,1127.32,29.05769438289888,106.36660605038576,29.524546,424.54092,618.8751591846576,0,0,1,0,1
75702,49,36603.85,3204.320833333333,4,5,4.0,17.0,15.75,6.0,1127.32,33.64733195559067,106.36660605038576,72.48505,381.5804,600.6018308177489,0,0,1,0,1
75705,29,65804.04,5599.669999999999,0,1,2.0,8.0,8.23,4.0,1450.47,28.420502197659577,76.32856192461917,303.28793,460.35052,696.2445292656218,0,1,0,1,0
75711,29,65804.04,5189.735169709576,0,1,2.0,8.0,8.23,8.0,1450.47,30.39030896082916,486.26339221504224,350.91348,402.72498,712.4604884871275,0,1,0,1,0
75721,30,43391.96,3688.9966666666655,1,5,0.0,6.0,10.72,0.0,1468.28,29.112467941684688,0.0,53.969383,554.9303,703.1849859362551,0,1,0,1,0
75747,19,21480.965,1750.080416666667,3,2,2.0,5.0,11.02,4.0,783.47,29.545475097952476,31.65421724722853,54.94966,358.40417,717.6542524593357,0,1,0,1,0
75754,31,16501.39,1101.1158333333333,0,5,2.0,9.0,6.63,3.0,589.87,27.708922866580025,24.18573262845021,69.42602,306.49985,641.8337523382123,0,1,0,1,0
75756,31,16501.39,1101.1158333333333,0,5,2.0,9.0,7.63,3.0,589.87,33.75537959996011,24.18573262845021,105.62492,260.30093,608.543642622065,0,1,0,1,0
75758,31,16501.39,1101.1158333333333,0,5,2.0,10.0,6.63,3.0,589.87,33.920479486938895,24.18573262845021,109.93526,265.9906,602.1070676056626,0,1,0,1,0
75760,28,87232.86,7118.405,4,4,3.0,8.0,12.84,4.0,1169.61,35.12076484811104,177.52915868950382,121.555786,652.75555,641.3996074526483,0,0,1,0,1
75764,29,87232.86,7118.405,4,4,3.0,7.0,12.84,4.0,1169.61,28.30341597583525,177.52915868950382,171.40446,602.90686,598.6744548809951,0,0,1,0,1
75766,29,87232.86,7118.405,4,4,3.0,9.0,12.84,8.0,1169.61,32.092220364031924,177.52915868950382,732.3262,91.98516,591.4097293127492,0,0,1,0,1
75786,26,33208.95,3034.4125,7,6,5.0,14.0,13.98,4.0,559.23,36.59143136583487,98.0570899250236,47.13637,398.2478,661.6886886168761,0,0,1,0,1
75810,22,20655.07,1726.2558333333334,7,5,2.0,13.0,11.88,10.0,1027.83,35.00814242506109,27.51648199970192,201.2318,233.8773,650.1847728662209,0,0,1,0,1
75832,33,40924.81,3469.400833333333,3,5,3.0,2.0,8.68,0.0,1204.84,36.84642166130321,68.38487777158893,81.65482,446.9004,700.4740051101437,0,1,0,1,0
75835,34,40924.81,3469.400833333333,3,5,3.0,2.0,10.68,0.0,1204.84,31.559027956300557,68.38487777158893,186.82489,361.73032,678.5869937847859,0,1,0,1,0
75839,34,40924.81,3469.400833333333,3,5,3.0,1.0,8.68,0.0,1204.84,35.0376466240768,68.38487777158893,369.0137,199.54152,660.157132075444,0,1,0,1,0
75854,16,33515.8,2628.9833333333336,8,9,6.0,16.0,6.6,14.0,1883.15,36.10284913129479,91.66449551381868,116.2538,314.98004,462.72161308723065,1,0,0,0,1
75856,35,20344.02,1950.335,3,3,2.0,19.0,13.29,10.0,1391.92,34.863606048777626,19.018108424556598,53.671295,402.3441,665.9076506629343,0,0,1,0,1
75860,35,20344.02,1950.335,3,3,2.0,16.0,13.29,11.0,1391.92,27.511594888761028,19.018108424556598,210.21796,255.79744,657.3232342119051,0,0,1,0,1
75864,18,17896.2,1597.35,4,5,1.0,15.0,8.74,1.0,1263.91,29.08722780180556,10.578359076265064,200.46553,238.6911,667.1526071459946,0,0,1,0,1
75868,19,17896.2,1597.35,4,5,1.0,15.0,8.74,1.0,1263.91,37.31176465472349,10.578359076265064,94.613846,344.5428,591.2383143606609,0,0,1,0,1
75869,19,17896.2,1597.35,4,5,1.0,15.0,8.74,1.0,1263.91,31.669931931016087,10.578359076265064,174.6043,264.55234,658.4196850340504,0,0,1,0,1
75903,39,17373.39,1550.7825,5,7,5.0,14.0,15.57,10.0,2537.45,34.762234152502714,54.03211205959445,62.336426,328.70972,558.1169954972994,0,0,1,0,1
75908,23,16614.766,1424.56375,4,7,1.0,17.0,4.55,4.0,931.36,28.370053477389945,7.403524777057425,154.72322,270.32962,621.9826985278629,0,0,1,1,0
75909,23,16614.766,1424.56375,4,7,1.0,15.0,4.55,8.0,931.36,32.68444742760508,7.403524777057425,28.11695,346.9359,652.5976389779594,0,0,1,1,0
75911,23,16614.766,1424.56375,4,7,1.0,15.0,6.55,8.0,931.36,31.410774490611207,7.403524777057425,116.72612,308.32672,635.6409376075917,0,0,1,1,0
75916,38,23026.48,1789.8733333333332,6,6,4.0,20.0,9.66,0.0,328.81,29.88755907535019,68.50246986536446,48.25029,312.2346,697.4265898652368,0,1,0,1,0
75917,38,23026.48,1789.8733333333332,6,6,4.0,20.0,9.66,2.0,328.81,28.38082231520241,68.50246986536446,156.26285,234.22202,718.801706744051,0,1,0,1,0
75918,-500,23026.48,1789.8733333333332,6,6,4.0,22.0,9.66,2.0,328.81,34.98437734201087,68.50246986536446,107.27709,293.20776,687.3263103686758,0,1,0,1,0
75919,38,23026.48,1789.8733333333332,6,6,4.0,18.0,9.66,2.0,328.81,33.32600461992785,68.50246986536446,60.493053,299.99182,689.1005915929067,0,1,0,1,0
75936,54,34963.82,3195.651666666666,6,5,4.0,14.0,9.56,0.0,879.49,28.51986012071769,108.79608291381334,224.60344,256.16565,638.4206771556208,0,0,1,0,1
75938,54,34963.82,3195.651666666666,6,5,4.0,14.0,9.56,0.0,879.49,28.83022585714259,108.79608291381334,195.24928,305.5198,587.8408557956338,0,0,1,0,1
75940,54,34963.82,3195.651666666666,6,5,4.0,14.0,9.56,3.0,879.49,32.48668990479934,108.79608291381334,294.86124,205.90785,580.9414476670331,0,0,1,0,1
75941,54,34963.82,3195.651666666666,6,5,4.0,14.0,9.56,3.0,879.49,33.24586704913302,108.79608291381334,139.66702,331.10205,589.8146854667202,0,0,1,0,1
75971,41,21120.836,1790.0695833333332,3,5,3.0,2.0,11.73,1.0,655.39,28.333674421984032,35.01873174611252,53.6731,370.31512,670.380668369363,0,1,0,1,0
75973,41,21120.836,1790.0695833333332,3,5,3.0,2.0,11.73,1.0,655.39,37.01610569218005,35.01873174611252,45.002327,348.9859,717.7863496163719,0,1,0,1,0
75974,41,21120.836,1790.0695833333332,3,5,3.0,2.0,11.73,1.0,655.39,36.55837197396593,35.01873174611252,69.24142,364.7468,588.2339372203768,0,1,0,1,0
75979,21,17738.32,1715.1933333333334,10,5,4.0,24.0,6.63,9.0,2496.93,37.39500468624879,48.054054075381295,53.56881,319.89645,659.2652872873869,1,0,0,0,1
75980,21,17738.32,1715.1933333333334,10,5,4.0,24.0,6.63,9.0,2496.93,31.40848029505941,48.054054075381295,34.907005,328.55826,649.1500838170414,1,0,0,0,1
75982,21,17738.32,1715.1933333333334,10,5,4.0,24.0,6.63,9.0,2496.93,29.570889702508588,48.054054075381295,191.43,222.0353,659.2588963489831,1,0,0,0,1
76010,45,13139.855,1015.9879166666668,5,5,1.0,10.0,8.54,3.0,361.58,31.771866711874853,7.183338098170633,27.908234,336.50723,636.5360317644947,0,0,1,1,0
76012,45,13139.855,1015.9879166666668,5,5,1.0,10.0,8.54,3.0,361.58,31.18878080318232,7.183338098170633,10.997719,323.41772,593.9617543912481,0,0,1,1,0
76015,45,13139.855,1015.9879166666668,5,5,1.0,7.0,8.54,3.0,361.58,33.50714153240645,7.183338098170633,37.081493,317.33395,625.4950272172381,0,0,1,1,0
76023,26,22419.74,1760.311666666667,4,7,5.0,14.0,11.47,11.0,346.91,27.52268950342841,69.4940480169649,114.69442,251.8427,654.9863458789428,0,0,1,0,1
76035,37,41131.36,3589.613333333333,77,6,4.0,8.0,7.75,4.0,499.67,27.48553809749206,105.0551974571466,157.79187,356.11426,672.7959307256176,0,1,0,1,0
76080,26,21873.68,2051.8066666666664,4,1,4.0,10.0,7.65,0.0,303.42,34.68040117326477,54.34360940857809,109.03149,321.80557,614.6281696852145,0,1,0,1,0
76081,26,21873.68,2051.8066666666664,4,1,4.0,10.0,7.65,5.0,303.42,36.092741598217415,54.34360940857809,57.860546,342.9765,683.6366381514686,0,1,0,1,0
76104,31,34217.66,2794.471666666667,4,3,1.0,6.0,5.39,2.0,459.1,36.39894074790943,15.081411038813451,22.644869,481.7209,727.5532509263488,0,1,0,1,0
76105,31,34217.66,2794.471666666667,4,3,1.0,9.0,8.39,2.0,459.1,33.11687341603453,15.081411038813451,140.2018,404.16397,646.5730143836885,0,1,0,1,0
76107,31,34217.66,2794.471666666667,4,3,1.0,9.0,5.39,2.0,459.1,37.405617942843314,15.081411038813451,167.93921,386.42654,681.2064519123944,0,1,0,1,0
76108,31,34217.66,2794.471666666667,4,3,1.0,9.0,5.39,2.0,459.1,33.439113747656485,15.081411038813451,69.9824,444.38336,693.6221563711695,0,1,0,1,0
76113,18,82684.62,6603.384999999998,4,5,1.0,6.0,5.8,3.0,944.15,32.96927472055532,45.9496309984116,168.65948,685.7294,590.1699649049142,0,1,0,1,0
76116,18,82684.62,6603.384999999998,4,5,1.0,6.0,5.8,3.0,944.15,31.704586581055192,45.9496309984116,475.396,408.99286,602.8849396105701,0,1,0,1,0
76124,50,35774.38,2777.1983333333333,1,6,3.0,3.0,16.53,0.0,489.73,28.23326205811842,52.33145894300597,78.446846,426.94153,625.7372053044131,0,1,0,1,0
76136,26,62313.54,5120.795,7,3,4.0,11.0,12.82,6.0,817.64,28.199205565662307,196.6796423998655,121.16786,464.232,610.2274174820757,0,0,1,0,1
76137,26,62313.54,5120.795,6,2,4.0,8.0,12.82,6.0,817.64,28.687769938764585,196.6796423998655,63.34675,492.0531,667.7870769845324,0,0,1,0,1
76140,27,62313.54,5120.795,6,2,4.0,8.0,12.82,9.0,817.64,27.838948728847704,196.6796423998655,67.26821,498.13165,668.936025032615,0,0,1,0,1
76143,27,62313.54,5120.795,6,2,4.0,9.0,12.82,9.0,817.64,27.682220932239947,196.6796423998655,523.70514,81.69472,595.5476184272007,0,0,1,0,1
76170,52,89607.24,7256.27,0,5,2.0,6.0,4.54,3.0,715.19,34.66038877731864,147.8470094912456,533.71027,314.0697,681.029166107614,0,1,0,1,0
76178,36,57293.49,4610.4575,8,7,7.0,20.0,5.83,8.0,1970.44,35.721239009528475,309.6118553301733,107.06746,294.36642,471.65978727068455,1,0,0,0,1
76211,50,22879.52,1704.6266666666668,5,6,0.0,9.0,12.41,0.0,902.29,29.31240883345887,0.0,160.07974,290.38293,605.7221055775971,0,0,1,0,1
76212,50,22879.52,1704.6266666666668,5,6,0.0,8.0,12.41,0.0,902.29,31.571397253522,0.0,57.583687,382.87897,593.7123484733071,0,0,1,0,1
76213,50,22879.52,1704.6266666666668,5,6,0.0,8.0,11.41,0.0,902.29,28.67092799232784,0.0,121.663025,318.79965,636.2783033066288,0,0,1,0,1
76216,15,35412.02,2715.0016666666666,5,3,6.0,20.0,11.01,8.0,495.51,33.6031255501167,130.7251903901762,113.636604,317.13837,622.9899352436842,0,0,1,0,1
76217,15,35412.02,2715.0016666666666,5,3,6.0,22.0,11.01,8.0,495.51,35.02660361287034,130.7251903901762,110.23848,290.5365,593.6763512062372,0,0,1,0,1
76219,-500,35412.02,2715.0016666666666,5,3,6.0,20.0,11.01,12.0,495.51,34.47031702017782,130.7251903901762,148.6234,282.15158,641.5873306216114,0,0,1,0,1
76234,36,94739.7,6765.09323400768,3,7,1.0,3.0,6.14,1.0,1413.38,35.637043193909406,1146.7705860814528,160.17915,790.8295,603.0250839739022,0,1,0,1,0
76239,36,94739.7,6765.09323400768,3,7,1.0,4.0,6.14,1.0,1413.38,36.83830699902661,1146.7705860814528,68.20823,882.8005,691.5681437905464,0,1,0,1,0
76257,36,32152.97,2602.414166666667,4,3,2.0,14.0,13.06,6.0,612.91,29.360774531964488,33.40830422059405,50.183735,416.64938,586.3266170203971,0,0,1,0,1
76296,41,29778.94,2448.578333333333,1,7,4.0,3.0,9.45,4.0,1186.98,34.962723311616365,82.65711212346402,271.95694,180.24379,685.5409035318855,0,1,0,1,0
76299,41,29778.94,2448.578333333333,1,7,4.0,6.0,9.45,4.0,1186.98,28.819698486093653,82.65711212346402,45.343327,376.8574,681.2566067104283,0,1,0,1,0
76317,39,65050.32,5626.86,8,5,6.0,13.0,4.19,7.0,1566.55,31.612117175591784,173.0415281068971,541.4185,138.22595,632.3639789563852,0,0,1,0,1
76320,36,37475.07,3073.9225,3,4,0.0,7.0,9.77,2.0,437.45,29.83666016628079,0.0,195.09264,372.29962,680.5256763778896,0,1,0,1,0
76321,36,37475.07,3073.9225,3,4,0.0,9.0,9.77,2.0,437.45,31.17669071860897,0.0,130.44832,446.94394,693.1882013464966,0,1,0,1,0
76324,36,37475.07,3073.9225,3,4,0.0,9.0,9.77,7.0,437.45,34.267475527773705,0.0,83.8461,503.54614,632.8228378680241,0,1,0,1,0
76329,51,17217.28,1629.773333333333,7,6,0.0,18.0,13.12,4.0,395.46,36.170254395690925,0.0,19.722513,393.25482,653.2605274462433,0,0,1,0,1
76336,44,20272.23,1776.3525,4,3,1.0,5.0,4.83,2.0,828.97,36.60757668919409,11.48015041440524,58.335735,367.81937,659.4864196981783,0,1,0,1,0
76337,44,20272.23,1776.3525,4,3,1.0,5.0,4.83,2.0,828.97,28.127922717827342,11.48015041440524,48.046173,378.10892,617.4129709928704,0,1,0,1,0
76339,44,20272.23,1776.3525,4,3,1.0,7.0,4.83,6.0,828.97,30.661545005142887,11.48015041440524,231.13316,225.02193,591.2134063034143,0,1,0,1,0
76343,44,20272.23,1776.3525,4,3,1.0,5.0,4.83,6.0,828.97,33.874001812086895,11.48015041440524,74.535065,341.62003,662.6770714365821,0,1,0,1,0
76349,39,15605.73,1505.4775,10,7,6.0,22.0,7.66,11.0,1937.91,32.607682921939706,59.17488901917528,69.75296,311.6199,582.9506517528249,1,0,0,0,1
76353,44,31672.76,2854.396666666666,5,4,2.0,19.0,9.12,4.0,1151.35,35.169716758090466,33.477996313088234,55.39297,436.5687,612.2738483379129,0,0,1,0,1
76355,44,31672.76,2854.396666666666,5,4,2.0,17.0,9.12,4.0,1151.35,29.23934468520921,33.477996313088234,298.56918,243.39249,631.5109940795361,0,0,1,0,1
76413,37,36898.49,2827.874166666666,6,3,4.0,10.0,11.27,3.0,328.45,31.485293704506745,109.91014423374708,43.400578,369.47668,582.0465482654006,0,0,1,1,0
76436,42,44998.71,3916.8925,10,5,3.0,10.0,16.65,8.0,2559.56,30.173565961646496,56.83945041255036,313.99203,290.85776,357.62066502267976,0,0,1,0,1
76491,34,17738.305,1419.1920833333334,7,4,1.0,11.0,12.9,6.0,661.03,35.94506561714571,11.73773832906844,55.510067,354.67142,591.4394666515203,0,0,1,0,1
76494,34,17738.305,1419.1920833333334,7,4,1.0,11.0,12.9,11.0,661.03,28.02174121253352,11.73773832906844,36.376484,353.805,640.8854134276096,0,0,1,0,1
76499,37,54315.46,4473.288333333333,8,4,4.0,20.0,12.39,5.0,286.69,30.06450654241,109.07534555591047,143.71736,454.53613,656.9498021208807,0,0,1,0,1
76503,37,54315.46,4473.288333333333,8,4,4.0,20.0,10.39,5.0,286.69,30.275475075720443,109.07534555591047,158.76889,429.4846,628.4882342500424,0,0,1,0,1
76507,30,68130.21,5903.517499999999,7,5,2.0,16.0,14.0,5.0,1069.66,35.39087062688076,58.2531215874777,703.0401,119.05851,584.1687929288139,0,0,1,0,1
76509,31,68130.21,5903.517499999999,7,5,2.0,17.0,14.0,5.0,1069.66,28.69907466668816,58.2531215874777,238.08751,544.0111,621.5723520211203,0,0,1,0,1
76510,31,68130.21,5903.517499999999,7,5,2.0,17.0,14.0,5.0,1069.66,36.22246982313472,58.2531215874777,612.65155,209.44707,642.4457269387984,0,0,1,0,1
76551,43,57030.99,4986.5825,7,3,2.0,17.0,9.88,6.0,2522.86,28.402922450609505,69.8582895582342,197.70401,501.09595,399.0663522787896,0,0,1,0,1
76623,46,61540.56,5352.38,7,8,4.0,13.0,17.15,7.0,1599.3,29.71107521635768,146.19821930099008,203.60815,445.43164,368.6998479369744,0,0,1,0,1
76680,32,28603.64,2539.6366666666668,1,1,0.0,2.0,4.23,4.0,1428.43,30.547246060381195,0.0,62.528687,431.43497,641.5852160989266,0,1,0,1,0
76683,32,28603.64,2539.6366666666668,1,1,0.0,2.0,4.23,4.0,1428.43,28.67598688669631,0.0,49.38547,444.5782,694.103380607211,0,1,0,1,0
76687,33,28603.64,2539.6366666666668,1,1,0.0,2.0,4.23,4.0,1428.43,32.85659783019819,0.0,129.42888,414.5348,608.8309906498063,0,1,0,1,0
76703,35,20107.21,1631.6008333333332,6,6,2.0,13.0,10.4,11.0,2544.6,28.187171606182407,27.10639489500224,110.137,305.9167,620.5001500387067,0,0,1,0,1
76720,35,35062.63,2995.8858333333333,0,5,0.0,3.0,7.43,3.0,971.25,28.774958301711987,0.0,76.59105,462.99753,534.9909586846189,0,1,0,1,0
76725,35,35062.63,2995.8858333333333,0,5,0.0,2.0,7.43,3.0,971.25,28.530099365768123,0.0,110.18599,449.4026,409.12611952717515,0,1,0,1,0
76733,45,56135.76,4974.980000000001,3,6,2.0,17.0,4.4,4.0,366.46,27.88423163486028,78.06849718311086,285.96582,423.46368,459.1605735312859,0,0,1,1,0
76752,27,37889.06,3034.421666666666,9,7,5.0,23.0,16.72,9.0,2063.0,29.970034082424828,94.7879956533391,246.73259,231.92157,472.98736257507505,1,0,0,0,1
76753,27,37889.06,3034.421666666666,9,7,5.0,23.0,16.72,9.0,2063.0,36.80621589007354,94.7879956533391,285.47675,203.17743,387.0474322844092,1,0,0,0,1
76763,26,80673.3,6822.774999999999,7,4,4.0,14.0,13.17,4.0,326.98,31.08462575375084,176.27890992524624,255.7816,530.217,625.0077825448916,0,0,1,0,1
76773,17,15039.8,1458.3166666666666,6,7,6.0,17.0,12.56,8.0,1641.56,31.83938673127738,44.3816698302161,62.9991,328.4509,529.6343800179766,0,0,1,0,1
76779,24,16311.665,1184.3054166666668,5,6,4.0,14.0,8.9,3.0,598.76,30.710569297519555,35.26657980732981,114.03251,259.13147,620.6160977800379,0,0,1,1,0
76799,28,77142.69,6617.5575,3,5,6.0,13.0,13.21,10.0,523.92,31.342293651600976,196.81398137081788,273.80792,451.13385,639.3879857801321,0,0,1,0,1
76810,35,73542.28,5907.5233333333335,0,3,0.0,2.0,10.15,3.0,834.87,27.605990129415847,0.0,338.65317,542.0992,407.7343908086004,0,1,0,1,0
76817,38,66858.27,5770.5225,3,6,4.0,10.0,4.16,4.0,601.58,36.90563380792148,175.0151817473682,139.51198,502.5251,608.4053673125638,0,0,1,1,0
76822,38,66858.27,5770.5225,3,6,4.0,10.0,4.16,9.0,601.58,32.55575044981471,175.0151817473682,76.774284,575.26276,617.4230362404959,0,0,1,1,0
76830,39,20818.74,1762.8950000000002,8,5,3.0,13.0,17.18,8.0,1821.25,29.98413362335792,44.88416187910022,66.16134,325.244,381.716388600044,0,0,1,0,1
76838,23,34113.61,2126.752526842869,0,6,0.0,2.0,5.44,6.0,634.84,36.65664958084805,426.048306490464,89.06568,416.2144,647.9754362490718,0,1,0,1,0
76841,33,14629.52,1309.1266666666668,1,4,1.0,8.0,5.69,3.0,493.52,36.103838746327305,10.159547761396103,52.525063,328.22806,582.1043121130547,0,1,0,1,0
76874,29,24424.7,2051.3916666666664,8,5,0.0,11.0,6.01,3.0,626.57,35.1337882134653,0.0,33.29935,421.8398,588.653183993357,0,0,1,0,1
76898,38,31530.76,2676.563333333333,1,3,4.0,10.0,8.54,2.0,702.89,34.255014564066684,74.25363171350114,65.119835,388.28287,682.3913802218706,0,1,0,1,0
76906,32,28703.71,2625.975833333333,6,3,2.0,14.0,12.83,4.0,899.47,30.47204486115924,37.84251487821013,102.178314,412.57675,606.0691426318416,0,0,1,0,1
76908,32,28703.71,2625.975833333333,6,3,2.0,13.0,12.83,4.0,899.47,36.10112825908997,37.84251487821013,168.79924,325.95584,726.414982804767,0,0,1,0,1
76909,32,28703.71,2625.975833333333,6,3,2.0,13.0,12.83,4.0,899.47,33.91678101901711,37.84251487821013,50.078587,414.67648,691.1461827946844,0,0,1,0,1
76931,51,30961.62,2283.135,5,7,0.0,6.0,6.52,1.0,1304.15,27.97778681368997,0.0,254.70926,263.60425,514.965309062917,0,1,0,1,0
76934,51,30961.62,2283.135,5,7,0.0,6.0,6.52,1.0,1304.15,36.24759854422384,0.0,176.96475,331.34875,488.79419011007064,0,1,0,1,0
76942,23,77253.54,6301.794999999999,2,7,2.0,4.0,4.28,6.0,565.23,36.235517027956746,85.98323032673036,45.068825,739.12744,587.7169869229874,0,1,0,1,0
76943,23,77253.54,6301.794999999999,2,7,2.0,2.0,4.28,6.0,565.23,33.62400375349521,85.98323032673036,459.65042,354.54584,653.3056573487196,0,1,0,1,0
76947,45,41541.8,3199.816666666667,3,4,4.0,6.0,11.49,2.0,1052.87,29.25028273465584,87.351794708439,282.2725,240.35739,621.0996680140847,0,1,0,1,0
76948,45,41541.8,3199.816666666667,3,4,4.0,8.0,11.49,2.0,1052.87,33.68810843576576,87.351794708439,97.5995,385.03036,669.7740079044994,0,1,0,1,0
76950,45,41541.8,3199.816666666667,3,4,4.0,8.0,15.49,4.0,1052.87,29.376039556917444,87.351794708439,192.92406,299.7058,619.3613037949825,0,1,0,1,0
76951,45,41541.8,3199.816666666667,3,4,4.0,8.0,11.49,4.0,1052.87,27.96426464871078,87.351794708439,257.9675,264.66238,661.3257647738733,0,1,0,1,0
76975,44,59039.52,4840.96,5,6,3.0,16.0,7.06,0.0,1136.34,37.05566883532323,130.51349873392357,109.47638,484.1061,707.9699188148369,0,1,0,1,0
77041,15,43359.36,3597.28,4,7,4.0,20.0,15.95,4.0,1254.45,32.7667159785415,87.588509953149,165.5666,366.57288,620.5960977600282,0,0,1,0,1
77055,40,67712.26,5480.6883333333335,5,2,1.0,10.0,7.35,6.0,625.53,32.01801356839014,30.705226046636497,234.32045,553.04315,592.3632919112725,0,1,0,1,0
77063,21,9760.495,1111.3745833333332,7,6,6.0,25.0,6.02,11.0,1291.36,36.45348623367979,47.85242619017334,30.194868,283.09018,658.6256735955673,1,0,0,0,1
77065,22,15820.755,1606.39625,7,4,2.0,12.0,16.7,2.0,590.29,32.60844401776337,17.780309351984886,179.57167,253.28764,666.8965851274214,0,0,1,0,1
77068,23,15820.755,1606.39625,7,4,2.0,13.0,16.7,5.0,590.29,30.904803770417644,17.780309351984886,161.21692,271.6424,592.8483745967166,0,0,1,0,1
77069,23,15820.755,1606.39625,7,4,2.0,12.0,16.7,5.0,590.29,33.47551171981888,17.780309351984886,104.68759,328.17172,614.4393314534192,0,0,1,0,1
77097,37,35701.42,2752.1183333333333,7,4,1.0,9.0,7.69,1.0,1462.79,30.524929735095267,18.43133665502912,181.118,345.6625,651.4706720737184,0,0,1,0,1
77099,37,35701.42,2752.1183333333333,7,4,1.0,9.0,14.69,1.0,1462.79,32.64294476067354,18.43133665502912,81.46314,445.31735,650.8932290096509,0,0,1,0,1
77111,45,66429.24,5413.77,4,3,3.0,12.0,8.86,2.0,1169.57,30.24653844855632,160.1765255401931,225.93773,405.26276,651.7013274503706,0,1,0,1,0
77114,44,79178.76,6302.23,5,5,2.0,10.0,15.01,5.0,949.13,32.56126478520622,78.83461508202946,217.4202,583.9682,593.9218337997507,0,0,1,0,1
77118,44,79178.76,6302.23,5,5,2.0,9.0,15.01,5.0,949.13,28.65690749294475,78.83461508202946,591.64996,249.73842,592.9230204875171,0,0,1,0,1
77127,45,58468.08,4592.34,10,9,5.0,8.0,11.93,15.0,1447.46,35.576392682584235,169.46515645417855,51.99521,487.77365,642.9624451128457,0,0,1,0,1
77142,23,88326.72,7109.918847536831,7,7,6.0,8.0,8.2,43.0,1458.57,33.90174081942982,632.4400064943833,135.82439,423.23276,654.8498241673205,0,0,1,0,1
77156,44,34872.34,2751.028333333333,5,4,2.0,15.0,4.7,3.0,1375.96,30.03634486450216,32.56399819657301,136.54788,365.99094,582.6601477676744,0,0,1,1,0
77160,38,35435.81,3052.984166666666,3,1,4.0,12.0,4.5,1.0,1457.03,37.18011336886929,101.98232361239155,161.64969,331.6664,686.5136224732789,0,1,0,1,0
77161,38,35435.81,2889.628582499552,3,1,4.0,12.0,4.5,1.0,1457.03,36.64325495120367,265.3379077795067,323.19632,170.11978,724.3743627140908,0,1,0,1,0
77165,38,35435.81,2889.628582499552,3,1,4.0,12.0,4.5,6.0,1457.03,32.74070939723638,265.3379077795067,106.60211,386.714,672.4597368076197,0,1,0,1,0
77180,21,55762.11,4583.8425,6,9,7.0,15.0,5.24,6.0,2288.18,33.452529402398355,193.22666848812085,95.786514,409.37106,612.3670596171038,0,0,1,0,1
77194,54,32910.92,2895.5766666666664,1,4,1.0,7.0,4.55,3.0,1028.67,32.718161006935055,25.590899970790066,389.4973,164.46944,670.2540608265687,0,1,0,1,0
77197,54,32910.92,2895.5766666666664,1,4,1.0,10.0,4.55,6.0,1028.67,34.225502523589164,25.590899970790066,51.36112,462.60565,673.0733337052222,0,1,0,1,0
77205,24,39704.19,3295.682500000001,5,4,4.0,11.0,11.28,3.0,1421.92,30.036165363563757,124.26243096101908,89.98921,385.31662,588.8677207894464,0,1,0,1,0
77206,24,39704.19,3295.682500000001,5,4,4.0,8.0,8.28,3.0,1421.92,30.105179891824285,124.26243096101908,83.079124,362.22668,686.9874289152633,0,1,0,1,0
77227,15,30668.9,2530.741666666667,4,7,4.0,21.0,15.89,6.0,2300.97,35.934488933481546,60.225436836180144,341.39725,141.45148,504.2192968555378,0,0,1,0,1
77242,37,62046.96,5103.58,6,6,2.0,6.0,15.42,6.0,1289.69,30.74715889363848,94.57925252167942,100.87405,564.9047,608.0109459588072,0,0,1,0,1
77245,37,62046.96,5103.58,6,6,2.0,6.0,15.42,6.0,1289.69,36.68212588390895,94.57925252167942,161.16512,504.61362,627.3253702892482,0,0,1,0,1
77246,37,62046.96,5103.58,6,6,2.0,8.0,15.42,6.0,1289.69,32.843607971865175,94.57925252167942,456.9912,248.78752,617.671491970306,0,0,1,0,1
